               epoch,      train/box_loss,      train/obj_loss,      train/cls_loss,   metrics/precision,      metrics/recall,     metrics/mAP_0.5,metrics/mAP_0.5:0.95,        val/box_loss,        val/obj_loss,        val/cls_loss,               x/lr0,               x/lr1,               x/lr2
                 156,            0.035676,             0.01123,            0.052164,              0.8223,             0.83673,             0.89483,             0.71466,            0.017211,           0.0037614,            0.021987,           0.0052645,           0.0052645,           0.0052645
                 157,            0.035899,            0.011161,            0.052325,             0.82266,             0.83661,             0.89461,             0.71517,             0.01719,           0.0037604,            0.021893,           0.0052174,           0.0052174,           0.0052174
                 158,            0.035802,            0.011209,             0.05208,             0.81623,             0.84395,             0.89479,             0.71473,            0.017199,           0.0037596,            0.021843,           0.0051704,           0.0051704,           0.0051704
                 159,            0.035906,            0.011155,            0.052144,             0.80577,             0.85231,             0.89288,             0.71421,            0.017158,           0.0037569,            0.021735,           0.0051234,           0.0051234,           0.0051234
                 160,            0.036121,            0.011171,             0.05106,             0.81243,             0.84964,             0.89389,             0.71553,            0.017174,           0.0037547,            0.021649,           0.0050765,           0.0050765,           0.0050765
                 161,            0.035999,            0.011168,            0.051681,             0.80678,             0.85431,             0.89388,             0.71581,            0.017218,           0.0037518,            0.021545,           0.0050296,           0.0050296,           0.0050296
                 162,            0.036023,            0.011113,              0.0512,             0.81633,               0.846,              0.8947,             0.71648,            0.017227,           0.0037512,            0.021514,           0.0049828,           0.0049828,           0.0049828
                 163,            0.035901,            0.011138,            0.050512,              0.8067,             0.85743,             0.89566,             0.71721,            0.017216,           0.0037493,            0.021432,            0.004936,            0.004936,            0.004936
                 164,            0.035277,             0.01112,            0.051762,             0.82392,             0.84486,             0.89644,             0.71836,            0.017188,            0.003748,            0.021391,           0.0048893,           0.0048893,           0.0048893
                 165,            0.035395,            0.011201,            0.050916,             0.81792,             0.85024,             0.89631,             0.71812,            0.017183,            0.003746,            0.021317,           0.0048426,           0.0048426,           0.0048426
                 166,            0.035438,             0.01115,            0.051223,             0.81991,             0.84975,             0.89745,             0.71901,            0.017167,           0.0037437,            0.021231,            0.004796,            0.004796,            0.004796
                 167,            0.035319,            0.011152,            0.051101,             0.81956,             0.85074,             0.89819,             0.71994,            0.017153,           0.0037429,            0.021156,           0.0047495,           0.0047495,           0.0047495
                 168,            0.034881,            0.011119,            0.048968,             0.82145,             0.84972,             0.89963,             0.72157,            0.017114,           0.0037409,            0.021067,           0.0047031,           0.0047031,           0.0047031
                 169,            0.034849,            0.010999,            0.049188,             0.81583,              0.8543,             0.90059,             0.72341,            0.017118,           0.0037396,            0.020932,           0.0046568,           0.0046568,           0.0046568
                 170,            0.034926,            0.010998,              0.0475,             0.81993,             0.85262,             0.90133,             0.72299,            0.017116,           0.0037385,            0.020782,           0.0046105,           0.0046105,           0.0046105
                 171,            0.035202,            0.011209,            0.050416,             0.81925,             0.85514,             0.90188,             0.72344,            0.017124,           0.0037385,             0.02066,           0.0045644,           0.0045644,           0.0045644
                 172,            0.034986,            0.011122,            0.049541,             0.81723,              0.8564,              0.9022,             0.72378,            0.017115,           0.0037374,            0.020521,           0.0045184,           0.0045184,           0.0045184
                 173,            0.035065,            0.011088,            0.049099,             0.82134,             0.85289,             0.90199,             0.72383,            0.017087,           0.0037354,            0.020399,           0.0044724,           0.0044724,           0.0044724
                 174,            0.035216,            0.011075,            0.050088,             0.81153,             0.86215,             0.90244,             0.72413,            0.017086,           0.0037344,            0.020314,           0.0044266,           0.0044266,           0.0044266
                 175,            0.034527,            0.011035,            0.048912,              0.8116,              0.8625,             0.90273,              0.7244,            0.017061,           0.0037329,             0.02021,           0.0043809,           0.0043809,           0.0043809
                 176,            0.034972,            0.011028,            0.048733,             0.81791,             0.85592,             0.90186,             0.72358,            0.017057,           0.0037319,            0.020136,           0.0043353,           0.0043353,           0.0043353
                 177,            0.034842,             0.01109,             0.04852,             0.79965,             0.87574,             0.90224,             0.72386,             0.01704,           0.0037298,            0.020068,           0.0042899,           0.0042899,           0.0042899
                 178,            0.034988,            0.011018,            0.048605,             0.81041,             0.87079,             0.90281,             0.72383,            0.017023,           0.0037277,            0.019986,           0.0042445,           0.0042445,           0.0042445
                 179,            0.034451,            0.010986,            0.047315,             0.80447,             0.87506,             0.90276,             0.72394,            0.017006,           0.0037257,            0.019932,           0.0041994,           0.0041994,           0.0041994
                 180,             0.03485,             0.01096,            0.047004,             0.80207,              0.8754,             0.90264,             0.72386,            0.017011,           0.0037231,             0.01991,           0.0041543,           0.0041543,           0.0041543
                 181,            0.034517,             0.01099,            0.048494,             0.80302,             0.87563,             0.90351,             0.72548,            0.017009,           0.0037216,            0.019876,           0.0041094,           0.0041094,           0.0041094
                 182,            0.034409,            0.011021,            0.047329,             0.81625,             0.86461,             0.90465,             0.72588,            0.017012,           0.0037225,            0.019868,           0.0040647,           0.0040647,           0.0040647
                 183,            0.034854,            0.010915,            0.047234,             0.80924,             0.87104,             0.90467,             0.72611,            0.017016,           0.0037209,            0.019863,           0.0040201,           0.0040201,           0.0040201
                 184,            0.034327,            0.010917,            0.046774,             0.80537,             0.87417,             0.90504,             0.72646,            0.017013,           0.0037179,            0.019879,           0.0039757,           0.0039757,           0.0039757
                 185,            0.034474,            0.010942,            0.047603,             0.80879,             0.87507,             0.90548,             0.72739,             0.01699,           0.0037162,             0.01993,           0.0039314,           0.0039314,           0.0039314
                 186,            0.034182,            0.010969,            0.046693,              0.8086,             0.87381,             0.90639,             0.72845,             0.01701,           0.0037156,            0.019922,           0.0038873,           0.0038873,           0.0038873
                 187,            0.034314,            0.010902,              0.0469,             0.81056,             0.87289,             0.90605,             0.72845,             0.01699,           0.0037144,            0.019887,           0.0038434,           0.0038434,           0.0038434
                 188,            0.034092,            0.010947,            0.046626,             0.81208,             0.87223,             0.90631,             0.72833,            0.017019,           0.0037133,            0.019829,           0.0037997,           0.0037997,           0.0037997
                 189,            0.033932,            0.010941,             0.04593,             0.81444,             0.87365,             0.90685,             0.72855,            0.017015,           0.0037117,            0.019756,           0.0037562,           0.0037562,           0.0037562
                 190,            0.034275,            0.010849,            0.045544,             0.80511,             0.87981,              0.9069,             0.72838,             0.01701,           0.0037092,            0.019708,           0.0037128,           0.0037128,           0.0037128
                 191,            0.033918,            0.010868,            0.044659,             0.80548,             0.88197,             0.90738,             0.72888,            0.016975,           0.0037065,             0.01968,           0.0036697,           0.0036697,           0.0036697
                 192,            0.033668,            0.010918,            0.045574,             0.80686,             0.88044,             0.90806,             0.72965,            0.016974,           0.0037042,            0.019629,           0.0036267,           0.0036267,           0.0036267
                 193,            0.033943,              0.0108,            0.044714,             0.80943,             0.87993,             0.90813,             0.72996,            0.016996,           0.0037016,            0.019601,            0.003584,            0.003584,            0.003584
                 194,            0.033411,             0.01088,            0.044636,             0.80822,             0.87943,             0.90808,             0.72958,            0.016979,           0.0036988,            0.019565,           0.0035415,           0.0035415,           0.0035415
                 195,            0.033573,             0.01082,            0.045241,             0.80854,             0.87918,             0.90972,             0.73093,            0.016983,           0.0036959,             0.01952,           0.0034991,           0.0034991,           0.0034991
                 196,            0.033781,            0.010732,            0.043616,             0.82819,             0.86647,             0.91018,             0.73156,            0.016968,           0.0036929,            0.019456,            0.003457,            0.003457,            0.003457
                 197,            0.033458,            0.010818,            0.044247,             0.83276,             0.86329,             0.91065,             0.73203,            0.016928,           0.0036897,            0.019371,           0.0034152,           0.0034152,           0.0034152
                 198,            0.033152,            0.010852,            0.043985,             0.81478,             0.87868,             0.91115,              0.7326,            0.016909,           0.0036866,            0.019301,           0.0033735,           0.0033735,           0.0033735
                 199,            0.033342,            0.010717,            0.043929,             0.82418,               0.874,             0.91166,             0.73286,            0.016886,           0.0036837,            0.019272,           0.0033321,           0.0033321,           0.0033321
                 200,            0.033095,            0.010751,            0.043126,             0.82595,              0.8722,             0.91177,             0.73294,            0.016875,           0.0036808,            0.019241,           0.0032909,           0.0032909,           0.0032909
                 201,            0.032718,             0.01073,            0.043872,             0.82275,             0.87706,             0.91246,             0.73338,             0.01687,             0.00368,             0.01923,             0.00325,             0.00325,             0.00325
                 202,            0.033507,            0.010758,            0.043164,             0.82019,              0.8773,             0.91287,             0.73389,            0.016855,           0.0036778,            0.019223,           0.0032093,           0.0032093,           0.0032093
                 203,            0.033189,            0.010728,            0.043316,             0.82675,             0.87326,             0.91292,             0.73388,            0.016832,           0.0036764,            0.019211,           0.0031689,           0.0031689,           0.0031689
                 204,            0.032907,             0.01074,            0.042745,             0.82635,             0.87321,             0.91237,             0.73344,            0.016826,           0.0036742,            0.019178,           0.0031287,           0.0031287,           0.0031287
                 205,            0.032957,            0.010742,            0.043694,             0.83444,             0.86871,              0.9122,             0.73325,            0.016827,           0.0036727,            0.019175,           0.0030888,           0.0030888,           0.0030888
                 206,            0.032486,            0.010715,            0.042734,             0.83608,             0.86621,             0.91274,             0.73392,            0.016836,           0.0036712,            0.019138,           0.0030491,           0.0030491,           0.0030491
                 207,            0.032735,            0.010679,            0.042256,             0.83708,             0.86573,             0.91282,             0.73397,            0.016834,           0.0036699,            0.019098,           0.0030097,           0.0030097,           0.0030097
                 208,            0.032601,            0.010665,            0.041939,              0.8414,             0.86426,              0.9129,             0.73469,            0.016831,           0.0036691,            0.019071,           0.0029706,           0.0029706,           0.0029706
                 209,            0.032346,            0.010715,            0.042001,              0.8471,             0.86154,             0.91296,             0.73447,            0.016806,           0.0036679,            0.019013,           0.0029318,           0.0029318,           0.0029318
                 210,            0.032324,            0.010722,            0.041922,              0.8411,             0.86869,             0.91306,             0.73459,            0.016803,            0.003667,            0.018912,           0.0028932,           0.0028932,           0.0028932
                 211,            0.032419,            0.010653,             0.04185,             0.84574,             0.86595,             0.91362,             0.73546,            0.016779,            0.003665,            0.018851,            0.002855,            0.002855,            0.002855
                 212,            0.032424,            0.010686,            0.041795,             0.84855,             0.86418,             0.91476,              0.7368,            0.016757,            0.003662,            0.018801,            0.002817,            0.002817,            0.002817
                 213,            0.032368,            0.010631,            0.041416,             0.84994,             0.86529,             0.91548,             0.73726,            0.016727,           0.0036595,            0.018717,           0.0027793,           0.0027793,           0.0027793
                 214,            0.031915,            0.010561,            0.040397,             0.85017,             0.86505,             0.91561,             0.73802,            0.016712,           0.0036563,            0.018645,           0.0027419,           0.0027419,           0.0027419
                 215,            0.032007,            0.010563,            0.040255,             0.85202,             0.86377,             0.91572,              0.7384,            0.016707,           0.0036545,            0.018633,           0.0027048,           0.0027048,           0.0027048
                 216,             0.03169,            0.010595,            0.040664,             0.85407,             0.86063,             0.91529,             0.73774,            0.016691,           0.0036522,            0.018636,           0.0026681,           0.0026681,           0.0026681
                 217,            0.032228,            0.010597,            0.040093,             0.84653,             0.86306,             0.91474,             0.73743,            0.016695,           0.0036503,            0.018633,           0.0026316,           0.0026316,           0.0026316
                 218,            0.031894,            0.010566,            0.039769,             0.85551,              0.8565,             0.91505,             0.73828,            0.016674,           0.0036495,            0.018621,           0.0025954,           0.0025954,           0.0025954
                 219,            0.031618,            0.010593,            0.040615,             0.85129,             0.85636,             0.91507,             0.73871,            0.016648,           0.0036486,            0.018618,           0.0025596,           0.0025596,           0.0025596
                 220,            0.031505,            0.010582,            0.039903,             0.84608,             0.86118,             0.91489,             0.73881,            0.016615,           0.0036483,            0.018581,           0.0025241,           0.0025241,           0.0025241
                 221,            0.031463,            0.010541,            0.040375,             0.84686,             0.86276,             0.91494,             0.73885,            0.016602,           0.0036484,            0.018507,           0.0024889,           0.0024889,           0.0024889
                 222,            0.031208,             0.01055,            0.039384,             0.85129,             0.86149,             0.91571,              0.7391,            0.016591,           0.0036482,            0.018433,           0.0024541,           0.0024541,           0.0024541
                 223,            0.031236,            0.010548,            0.039529,             0.84706,             0.86574,              0.9158,              0.7397,            0.016559,           0.0036471,            0.018404,           0.0024195,           0.0024195,           0.0024195
                 224,            0.031363,            0.010545,            0.039621,             0.85863,             0.85722,             0.91607,             0.73951,            0.016533,           0.0036469,             0.01833,           0.0023854,           0.0023854,           0.0023854
                 225,            0.031024,            0.010474,            0.038908,             0.86115,             0.85554,             0.91561,             0.73943,            0.016503,           0.0036464,            0.018249,           0.0023515,           0.0023515,           0.0023515
                 226,            0.030891,             0.01046,            0.039061,             0.86189,             0.85711,             0.91627,             0.73965,            0.016479,           0.0036449,            0.018182,            0.002318,            0.002318,            0.002318
                 227,            0.030962,            0.010524,            0.039509,             0.86162,             0.85809,             0.91541,             0.73886,            0.016453,           0.0036442,            0.018168,           0.0022849,           0.0022849,           0.0022849
                 228,            0.030881,            0.010413,            0.038747,             0.85861,             0.86077,             0.91539,             0.73877,            0.016448,           0.0036425,            0.018131,           0.0022521,           0.0022521,           0.0022521
                 229,            0.030927,            0.010464,            0.038583,             0.85939,             0.86056,             0.91529,             0.73884,            0.016441,           0.0036408,            0.018133,           0.0022196,           0.0022196,           0.0022196
                 230,             0.03077,            0.010465,            0.038068,             0.85686,             0.86121,             0.91487,             0.73922,            0.016437,           0.0036385,            0.018169,           0.0021876,           0.0021876,           0.0021876
                 231,            0.030648,            0.010483,            0.038091,             0.84905,             0.86497,             0.91536,             0.73945,            0.016421,           0.0036372,            0.018222,           0.0021558,           0.0021558,           0.0021558
                 232,             0.03053,            0.010389,            0.037818,             0.84836,             0.86517,             0.91483,              0.7397,            0.016419,           0.0036358,             0.01824,           0.0021245,           0.0021245,           0.0021245
                 233,            0.030331,            0.010391,            0.036826,              0.8431,             0.86908,             0.91458,              0.7392,            0.016415,           0.0036345,            0.018229,           0.0020935,           0.0020935,           0.0020935
                 234,            0.030433,            0.010394,             0.03729,              0.8399,             0.87233,             0.91478,             0.73914,            0.016408,           0.0036336,            0.018233,           0.0020629,           0.0020629,           0.0020629
                 235,            0.030515,            0.010392,            0.036712,             0.86398,             0.85517,              0.9148,             0.73912,             0.01639,           0.0036335,            0.018236,           0.0020327,           0.0020327,           0.0020327
                 236,            0.030353,            0.010292,            0.036318,             0.86355,             0.85565,             0.91519,             0.73895,            0.016404,           0.0036328,            0.018255,           0.0020028,           0.0020028,           0.0020028
                 237,            0.029982,            0.010231,            0.035524,             0.86691,             0.85306,             0.91554,             0.73902,            0.016417,           0.0036318,            0.018247,           0.0019734,           0.0019734,           0.0019734
                 238,             0.02976,            0.010316,            0.036264,             0.85551,             0.86111,             0.91591,             0.73907,            0.016416,           0.0036308,            0.018235,           0.0019443,           0.0019443,           0.0019443
                 239,            0.029855,            0.010319,            0.036969,             0.86266,             0.85769,             0.91692,             0.74009,              0.0164,           0.0036297,            0.018252,           0.0019156,           0.0019156,           0.0019156
                 240,            0.030306,            0.010299,            0.036512,             0.85748,             0.86154,             0.91639,             0.74046,            0.016388,           0.0036287,             0.01825,           0.0018873,           0.0018873,           0.0018873
                 241,            0.030061,            0.010335,            0.036838,             0.85735,              0.8626,             0.91687,             0.74088,            0.016386,            0.003627,            0.018262,           0.0018594,           0.0018594,           0.0018594
                 242,            0.029196,            0.010249,            0.036049,             0.86829,             0.85329,             0.91685,             0.74113,            0.016373,           0.0036245,             0.01826,           0.0018319,           0.0018319,           0.0018319
                 243,            0.029541,            0.010297,             0.03576,             0.86735,             0.85476,             0.91661,             0.74065,            0.016359,           0.0036227,            0.018165,           0.0018048,           0.0018048,           0.0018048
                 244,            0.029725,            0.010304,            0.035054,              0.8659,             0.85626,             0.91715,             0.74084,            0.016366,           0.0036222,            0.018107,           0.0017781,           0.0017781,           0.0017781
                 245,            0.029222,            0.010219,            0.035685,             0.86382,             0.85778,             0.91699,             0.74151,            0.016359,           0.0036211,            0.018105,           0.0017519,           0.0017519,           0.0017519
                 246,            0.029088,            0.010266,            0.035666,             0.86352,             0.85802,             0.91682,             0.74126,             0.01635,           0.0036202,            0.018095,            0.001726,            0.001726,            0.001726
                 247,            0.029259,            0.010265,            0.034983,             0.86203,              0.8585,             0.91638,             0.74107,            0.016328,           0.0036204,            0.018047,           0.0017005,           0.0017005,           0.0017005
                 248,            0.029413,            0.010186,            0.034656,             0.86827,             0.85389,             0.91629,             0.74096,            0.016335,           0.0036201,            0.018054,           0.0016755,           0.0016755,           0.0016755
                 249,            0.029021,            0.010207,            0.034575,             0.86993,             0.85321,             0.91684,             0.74125,            0.016323,           0.0036193,             0.01803,           0.0016509,           0.0016509,           0.0016509
                 250,            0.028935,             0.01015,            0.034507,              0.8772,             0.84586,             0.91799,             0.74131,            0.016319,           0.0036188,            0.018017,           0.0016267,           0.0016267,           0.0016267
                 251,            0.028756,            0.010224,            0.035891,             0.87666,             0.84593,             0.91755,             0.74109,            0.016315,           0.0036183,            0.018006,           0.0016029,           0.0016029,           0.0016029
                 252,            0.028986,            0.010261,            0.035646,             0.83444,             0.88288,              0.9181,             0.74152,            0.016319,            0.003618,            0.018049,           0.0015795,           0.0015795,           0.0015795
                 253,            0.028796,            0.010137,            0.034439,             0.86143,             0.85965,             0.91798,             0.74147,            0.016327,           0.0036175,            0.018061,           0.0015566,           0.0015566,           0.0015566
                 254,            0.028587,            0.010167,            0.033803,             0.85941,             0.86044,             0.91821,             0.74154,            0.016336,           0.0036168,            0.018058,           0.0015341,           0.0015341,           0.0015341
                 255,            0.028319,            0.010121,            0.033699,             0.86929,             0.85262,             0.91848,             0.74192,            0.016312,           0.0036166,            0.017983,           0.0015121,           0.0015121,           0.0015121
                 256,            0.028491,            0.010136,            0.033993,             0.86989,             0.85291,             0.91873,             0.74164,            0.016287,           0.0036161,            0.017946,           0.0014905,           0.0014905,           0.0014905
                 257,            0.028583,            0.010075,            0.033739,             0.84247,             0.87689,             0.91905,             0.74225,            0.016273,           0.0036167,            0.017961,           0.0014693,           0.0014693,           0.0014693
                 258,            0.028293,             0.01009,            0.033439,             0.86263,             0.85998,             0.91911,              0.7423,            0.016254,           0.0036173,            0.017911,           0.0014486,           0.0014486,           0.0014486
                 259,            0.027863,            0.010079,            0.032587,             0.85056,             0.87112,             0.91926,             0.74233,            0.016234,           0.0036188,            0.017829,           0.0014283,           0.0014283,           0.0014283
                 260,            0.028383,            0.010042,            0.032538,             0.84453,              0.8764,             0.91868,             0.74184,            0.016252,           0.0036185,            0.017769,           0.0014084,           0.0014084,           0.0014084
                 261,            0.028121,            0.010032,            0.032659,             0.85362,              0.8697,             0.91913,             0.74165,            0.016275,           0.0036186,            0.017747,            0.001389,            0.001389,            0.001389
                 262,            0.028352,           0.0099939,             0.03264,             0.85497,             0.86672,             0.91789,             0.74111,            0.016306,           0.0036202,            0.017705,           0.0013701,           0.0013701,           0.0013701
                 263,            0.028097,            0.010036,            0.033119,             0.85138,             0.86957,             0.91903,             0.74179,            0.016338,           0.0036202,            0.017731,           0.0013516,           0.0013516,           0.0013516
                 264,            0.027968,            0.010081,             0.03259,             0.85342,             0.86749,             0.91896,             0.74158,            0.016351,           0.0036196,            0.017735,           0.0013336,           0.0013336,           0.0013336
                 265,            0.027547,           0.0099971,             0.03269,             0.84038,             0.88013,             0.91952,             0.74132,            0.016368,           0.0036188,            0.017723,            0.001316,            0.001316,            0.001316
                 266,            0.027791,            0.010016,            0.031954,             0.84296,             0.88002,             0.92027,             0.74164,            0.016383,           0.0036181,            0.017707,           0.0012989,           0.0012989,           0.0012989
                 267,            0.027552,           0.0099643,            0.031683,              0.8615,             0.86394,             0.92003,               0.742,            0.016397,           0.0036171,            0.017665,           0.0012822,           0.0012822,           0.0012822
                 268,            0.027618,            0.009951,            0.031112,             0.86278,             0.86165,             0.91997,             0.74258,            0.016406,            0.003616,            0.017638,            0.001266,            0.001266,            0.001266
                 269,            0.027645,           0.0099591,            0.031254,             0.86347,              0.8629,             0.92033,             0.74246,            0.016411,           0.0036149,            0.017624,           0.0012503,           0.0012503,           0.0012503
                 270,            0.027563,           0.0099814,            0.032542,             0.83321,             0.88842,             0.92069,             0.74246,            0.016411,           0.0036146,             0.01763,            0.001235,            0.001235,            0.001235
                 271,            0.027283,            0.010002,            0.031781,             0.84296,             0.88282,             0.92105,             0.74228,            0.016409,           0.0036145,            0.017607,           0.0012202,           0.0012202,           0.0012202
                 272,            0.027437,           0.0099136,            0.031202,             0.84792,             0.87972,             0.92141,             0.74229,            0.016422,           0.0036134,            0.017616,           0.0012059,           0.0012059,           0.0012059
                 273,            0.026912,           0.0099413,            0.030979,             0.85213,               0.878,             0.92156,             0.74286,             0.01643,           0.0036117,             0.01759,           0.0011921,           0.0011921,           0.0011921
                 274,            0.027196,           0.0099056,            0.031376,             0.85502,              0.8762,             0.92175,             0.74302,            0.016429,           0.0036106,            0.017542,           0.0011787,           0.0011787,           0.0011787
                 275,            0.026931,           0.0098441,             0.03097,             0.85206,              0.8766,             0.92138,             0.74318,            0.016433,           0.0036095,            0.017519,           0.0011658,           0.0011658,           0.0011658
                 276,             0.02701,           0.0098572,            0.030738,             0.84502,             0.88175,              0.9213,             0.74295,             0.01644,           0.0036083,            0.017507,           0.0011533,           0.0011533,           0.0011533
                 277,            0.027073,           0.0098563,            0.031296,             0.85571,             0.87464,             0.92149,               0.743,            0.016448,           0.0036077,            0.017476,           0.0011414,           0.0011414,           0.0011414
                 278,            0.026967,           0.0099004,            0.030388,             0.85264,             0.87903,              0.9218,             0.74342,            0.016453,           0.0036083,            0.017419,           0.0011299,           0.0011299,           0.0011299
                 279,            0.027002,           0.0098876,            0.030713,             0.85139,             0.87985,             0.92149,             0.74351,             0.01645,           0.0036093,            0.017386,           0.0011189,           0.0011189,           0.0011189
                 280,            0.027131,           0.0098494,            0.030456,             0.85622,             0.87489,             0.92183,             0.74404,            0.016442,           0.0036103,            0.017352,           0.0011084,           0.0011084,           0.0011084
                 281,            0.026767,           0.0098739,            0.030595,             0.85766,             0.87485,             0.92192,              0.7441,            0.016441,           0.0036112,            0.017307,           0.0010983,           0.0010983,           0.0010983
                 282,             0.02675,           0.0098822,            0.030535,             0.87179,             0.86387,             0.92231,              0.7443,            0.016437,           0.0036108,             0.01728,           0.0010888,           0.0010888,           0.0010888
                 283,            0.026755,           0.0098639,            0.029684,             0.87768,             0.85891,             0.92201,             0.74422,             0.01644,           0.0036106,             0.01725,           0.0010797,           0.0010797,           0.0010797
                 284,            0.026583,           0.0099133,            0.030489,             0.86989,             0.86425,              0.9215,             0.74449,             0.01644,           0.0036099,            0.017206,           0.0010711,           0.0010711,           0.0010711
                 285,            0.026495,           0.0097978,            0.030074,             0.88065,             0.85627,             0.92138,             0.74468,            0.016443,           0.0036098,            0.017197,            0.001063,            0.001063,            0.001063
                 286,            0.026445,           0.0098885,            0.030563,             0.88109,             0.85596,             0.92219,             0.74549,            0.016437,           0.0036105,            0.017168,           0.0010554,           0.0010554,           0.0010554
                 287,            0.026358,           0.0098504,            0.030019,             0.88336,             0.85426,             0.92219,             0.74551,            0.016422,            0.003611,            0.017164,           0.0010483,           0.0010483,           0.0010483
                 288,            0.026788,           0.0098369,            0.030156,             0.88301,             0.85481,              0.9221,             0.74536,            0.016411,           0.0036098,            0.017177,           0.0010416,           0.0010416,           0.0010416
                 289,            0.026538,           0.0098546,            0.030162,             0.87277,             0.86312,             0.92107,             0.74449,            0.016418,           0.0036092,            0.017164,           0.0010355,           0.0010355,           0.0010355
                 290,            0.026607,           0.0098992,            0.029995,             0.86456,             0.87025,             0.92219,             0.74536,            0.016429,           0.0036082,            0.017138,           0.0010298,           0.0010298,           0.0010298
                 291,            0.026311,           0.0098181,            0.029372,             0.87863,             0.85878,             0.92227,             0.74516,            0.016424,           0.0036077,            0.017143,           0.0010247,           0.0010247,           0.0010247
                 292,            0.026355,           0.0097849,            0.029216,             0.87412,              0.8621,             0.92216,             0.74526,            0.016423,           0.0036074,            0.017139,             0.00102,             0.00102,             0.00102
                 293,            0.026365,           0.0097788,            0.029347,             0.87792,             0.85928,             0.92215,              0.7447,             0.01641,           0.0036063,            0.017185,           0.0010158,           0.0010158,           0.0010158
                 294,            0.026447,           0.0098645,            0.030017,             0.88125,             0.85608,             0.92165,             0.74415,            0.016411,           0.0036054,             0.01721,           0.0010121,           0.0010121,           0.0010121
                 295,            0.026289,           0.0098732,            0.029865,             0.88366,             0.85609,             0.92211,              0.7438,            0.016418,           0.0036041,            0.017218,           0.0010089,           0.0010089,           0.0010089
                 296,            0.026213,           0.0098194,            0.030422,             0.88236,             0.85721,             0.92252,             0.74436,            0.016424,           0.0036033,            0.017214,           0.0010062,           0.0010062,           0.0010062
                 297,            0.026296,           0.0098018,              0.0299,             0.87705,             0.86124,             0.92241,             0.74453,            0.016424,           0.0036015,             0.01723,           0.0010039,           0.0010039,           0.0010039
                 298,            0.026588,           0.0098485,            0.030022,             0.87791,             0.85978,             0.92278,             0.74449,            0.016438,           0.0036012,            0.017201,           0.0010022,           0.0010022,           0.0010022
                 299,             0.02619,           0.0098056,             0.02919,             0.88299,             0.85502,             0.92277,             0.74436,            0.016443,           0.0036015,            0.017158,            0.001001,            0.001001,            0.001001
